elapsed_s,current_a,recorded_duration_s
1.471043,+0.008791,1.471043
1.474056,+0.008791,1.474056
1.477019,+0.014652,1.477019
1.480039,+0.008791,1.480039
1.483016,+0.008791,1.483016
1.486101,+0.008791,1.486101
1.489047,+0.008791,1.489047
1.491905,+0.008791,1.491905
1.495237,+0.008791,1.495237
1.497943,+0.014652,1.497943
1.500507,+0.008791,1.500507
1.503474,+0.014652,1.503474
1.506622,+0.014652,1.506622
1.509112,+0.008791,1.509112
1.512331,+0.014652,1.512331
1.515087,+0.014652,1.515087
1.518191,+0.014652,1.518191
1.520709,+0.014652,1.520709
1.528979,+0.014652,1.528979
1.532359,+0.014652,1.532359
1.535421,+0.014652,1.535421
1.538069,+0.008791,1.538069
1.540536,+0.008791,1.540536
1.543700,+0.014652,1.543700
1.547551,+0.014652,1.547551
1.550213,+0.014652,1.550213
1.553131,+0.008791,1.553131
1.556050,+0.014652,1.556050
1.559070,+0.014652,1.559070
1.562309,+0.014652,1.562309
1.565131,+0.014652,1.565131
1.568058,+0.008791,1.568058
1.570583,+0.014652,1.570583
1.573751,+0.014652,1.573751
1.576715,+0.014652,1.576715
1.579213,+0.008791,1.579213
1.582200,+0.008791,1.582200
1.585082,+0.008791,1.585082
1.588224,+0.008791,1.588224
1.590575,+0.008791,1.590575
1.593749,+0.008791,1.593749
1.596124,+0.008791,1.596124
1.598654,+0.014652,1.598654
1.601241,+0.014652,1.601241
1.604181,+0.014652,1.604181
1.607174,+0.014652,1.607174
1.610204,+0.008791,1.610204
1.613207,+0.008791,1.613207
1.616198,+0.008791,1.616198
1.618682,+0.008791,1.618682
1.621160,+0.008791,1.621160
1.630180,+0.014652,1.630180
1.633217,+0.008791,1.633217
1.636199,+0.014652,1.636199
1.638758,+0.014652,1.638758
1.642085,+0.008791,1.642085
1.644760,+0.014652,1.644760
1.647702,+0.014652,1.647702
1.650197,+0.014652,1.650197
1.653277,+0.008791,1.653277
1.656425,+0.008791,1.656425
1.658757,+0.014652,1.658757
1.661742,+0.014652,1.661742
1.664788,+0.008791,1.664788
1.667944,+0.008791,1.667944
1.670252,+0.008791,1.670252
1.673397,+0.014652,1.673397
1.676284,+0.008791,1.676284
1.678776,+0.008791,1.678776
1.681844,+0.014652,1.681844
1.684787,+0.014652,1.684787
