elapsed_s,position_rad,velocity_rad_s,tau_cmd_nm,tau_fb_nm,force_est_n
2.190079,0.458962,-1.238095,-1.250000,-0.260806,21.733822
2.192606,0.455895,-1.228327,-1.250000,-0.266667,22.222222
2.195106,0.452733,-1.247863,-1.250000,-0.260806,21.733822
2.197622,0.449571,-1.242979,-1.250000,-0.266667,22.222222
2.200511,0.449571,-1.242979,-1.250000,-0.266667,22.222222
2.202965,0.442863,-1.257631,-1.250000,-0.260806,21.733822
2.205485,0.439701,-1.257631,-1.250000,-0.249084,20.757021
2.207958,0.436443,-1.286935,-1.250000,-0.249084,20.757021
2.210754,0.433376,-1.257631,-1.250000,-0.254945,21.245421
2.213345,0.429830,-1.242979,-1.250000,-0.254945,21.245421
2.216016,0.426668,-1.252747,-1.250000,-0.260806,21.733822
2.218551,0.423314,-1.233211,-1.250000,-0.254945,21.245421
2.221062,0.420152,-1.262515,-1.250000,-0.254945,21.245421
2.223925,0.416990,-1.267399,-1.250000,-0.254945,21.245421
2.226474,0.413348,-1.272283,-1.250000,-0.254945,21.245421
2.229186,0.410090,-1.286935,-1.250000,-0.254945,21.245421
2.231881,0.406832,-1.238095,-1.250000,-0.260806,21.733822
2.234566,0.403478,-1.228327,-1.250000,-0.260806,21.733822
2.236953,0.400220,-1.223443,-1.250000,-0.260806,21.733822
2.239466,0.397249,-1.252747,-1.250000,-0.260806,21.733822
2.242157,0.393991,-1.257631,-1.250000,-0.254945,21.245421
2.244640,0.390829,-1.247863,-1.250000,-0.260806,21.733822
2.247237,0.387571,-1.257631,-1.250000,-0.254945,21.245421
2.249698,0.381246,-1.252747,-1.250000,-0.260806,21.733822
2.252778,0.381246,-1.252747,-1.250000,-0.260806,21.733822
2.255300,0.377413,-1.233211,-1.250000,-0.254945,21.245421
2.257836,0.374251,-1.252747,-1.250000,-0.260806,21.733822
2.260323,0.371089,-1.242979,-1.250000,-0.254945,21.245421
2.262950,0.368022,-1.267399,-1.250000,-0.260806,21.733822
2.265389,0.364668,-1.272283,-1.250000,-0.254945,21.245421
2.267909,0.361506,-1.272283,-1.250000,-0.254945,21.245421
2.270356,0.358248,-1.282051,-1.250000,-0.249084,20.757021
2.272853,0.355277,-1.242979,-1.250000,-0.249084,20.757021
2.275361,0.352211,-1.228327,-1.250000,-0.254945,21.245421
2.277994,0.349144,-1.228327,-1.250000,-0.254945,21.245421
2.280912,0.345790,-1.252747,-1.250000,-0.260806,21.733822
2.283338,0.342149,-1.257631,-1.250000,-0.260806,21.733822
2.285991,0.339083,-1.257631,-1.250000,-0.254945,21.245421
2.288782,0.335729,-1.247863,-1.250000,-0.254945,21.245421
2.291278,0.332087,-1.277167,-1.250000,-0.243223,20.268620
2.293936,0.329117,-1.267399,-1.250000,-0.254945,21.245421
2.296824,0.325763,-1.233211,-1.250000,-0.249084,20.757021
2.299323,0.322217,-1.242979,-1.250000,-0.260806,21.733822
2.302024,0.319151,-1.252747,-1.250000,-0.260806,21.733822
2.304545,0.315701,-1.282051,-1.250000,-0.260806,21.733822
2.307092,0.312539,-1.277167,-1.250000,-0.254945,21.245421
2.309682,0.309089,-1.262515,-1.250000,-0.243223,20.268620
2.312505,0.305831,-1.296703,-1.250000,-0.243223,20.268620
2.315017,0.302477,-1.252747,-1.250000,-0.243223,20.268620
2.317540,0.302477,-1.252747,-1.250000,-0.243223,20.268620
2.320057,0.296248,-1.242979,-1.250000,-0.254945,21.245421
2.322604,0.293086,-1.238095,-1.250000,-0.254945,21.245421
2.325211,0.289828,-1.257631,-1.250000,-0.254945,21.245421
2.327682,0.286570,-1.252747,-1.250000,-0.249084,20.757021
2.330206,0.283407,-1.267399,-1.250000,-0.254945,21.245421
2.332819,0.280149,-1.277167,-1.250000,-0.249084,20.757021
2.335351,0.276891,-1.267399,-1.250000,-0.254945,21.245421
2.337867,0.273825,-1.252747,-1.250000,-0.254945,21.245421
2.340497,0.270662,-1.238095,-1.250000,-0.260806,21.733822
2.343037,0.267404,-1.233211,-1.250000,-0.260806,21.733822
2.345325,0.264242,-1.242979,-1.250000,-0.254945,21.245421
2.348016,0.261367,-1.272283,-1.250000,-0.254945,21.245421
2.350678,0.257917,-1.262515,-1.250000,-0.249084,20.757021
2.353269,0.254468,-1.291819,-1.250000,-0.249084,20.757021
2.356213,0.251210,-1.277167,-1.250000,-0.243223,20.268620
2.358704,0.247568,-1.242979,-1.250000,-0.249084,20.757021
2.361369,0.244598,-1.223443,-1.250000,-0.254945,21.245421
2.363769,0.241244,-1.233211,-1.250000,-0.254945,21.245421
2.366376,0.238177,-1.267399,-1.250000,-0.254945,21.245421
2.368873,0.234919,-1.267399,-1.250000,-0.254945,21.245421
2.371400,0.231661,-1.267399,-1.250000,-0.254945,21.245421
2.373816,0.228403,-1.277167,-1.250000,-0.249084,20.757021
2.376397,0.225528,-1.277167,-1.250000,-0.254945,21.245421
2.378864,0.222270,-1.238095,-1.250000,-0.254945,21.245421
2.381382,0.219203,-1.228327,-1.250000,-0.254945,21.245421
2.383920,0.216233,-1.238095,-1.250000,-0.260806,21.733822
2.386602,0.213071,-1.218559,-1.250000,-0.254945,21.245421
2.389434,0.209621,-1.267399,-1.250000,-0.260806,21.733822
2.392005,0.206075,-1.272283,-1.250000,-0.254945,21.245421
2.394790,0.202721,-1.291819,-1.250000,-0.249084,20.757021
2.397320,0.199272,-1.257631,-1.250000,-0.243223,20.268620
2.399837,0.196109,-1.233211,-1.250000,-0.249084,20.757021
2.402445,0.192851,-1.247863,-1.250000,-0.254945,21.245421
2.404953,0.189689,-1.238095,-1.250000,-0.254945,21.245421
2.407479,0.186527,-1.262515,-1.250000,-0.254945,21.245421
2.410147,0.183364,-1.282051,-1.250000,-0.249084,20.757021
2.413139,0.180010,-1.277167,-1.250000,-0.249084,20.757021
2.416179,0.176081,-1.277167,-1.250000,-0.243223,20.268620
2.419063,0.172440,-1.252747,-1.250000,-0.249084,20.757021
2.421645,0.168894,-1.218559,-1.250000,-0.254945,21.245421
2.424186,0.165732,-1.238095,-1.250000,-0.260806,21.733822
2.427162,0.162570,-1.238095,-1.250000,-0.260806,21.733822
2.429680,0.158833,-1.262515,-1.250000,-0.254945,21.245421
2.432355,0.155670,-1.252747,-1.250000,-0.254945,21.245421
2.434901,0.152316,-1.238095,-1.250000,-0.249084,20.757021
2.437886,0.148963,-1.277167,-1.250000,-0.249084,20.757021
2.440424,0.145321,-1.242979,-1.250000,-0.254945,21.245421
2.442940,0.142159,-1.242979,-1.250000,-0.260806,21.733822
2.445293,0.139092,-1.257631,-1.250000,-0.266667,22.222222
2.448129,0.136122,-1.247863,-1.250000,-0.266667,22.222222
2.450638,0.132480,-1.267399,-1.250000,-0.260806,21.733822
2.453200,0.129318,-1.257631,-1.250000,-0.254945,21.245421
2.455818,0.126156,-1.252747,-1.250000,-0.254945,21.245421
2.458267,0.122802,-1.267399,-1.250000,-0.249084,20.757021
2.460831,0.119831,-1.252747,-1.250000,-0.254945,21.245421
2.463476,0.116669,-1.228327,-1.250000,-0.254945,21.245421
2.466046,0.113411,-1.228327,-1.250000,-0.254945,21.245421
2.468912,0.110249,-1.238095,-1.250000,-0.254945,21.245421
2.471466,0.106607,-1.247863,-1.250000,-0.254945,21.245421
2.473994,0.103445,-1.272283,-1.250000,-0.254945,21.245421
2.476530,0.100283,-1.257631,-1.250000,-0.254945,21.245421
2.479055,0.097024,-1.282051,-1.250000,-0.254945,21.245421
2.481687,0.093958,-1.257631,-1.250000,-0.254945,21.245421
2.484079,0.090700,-1.233211,-1.250000,-0.260806,21.733822
2.486603,0.087729,-1.238095,-1.250000,-0.254945,21.245421
2.489143,0.084567,-1.238095,-1.250000,-0.254945,21.245421
2.491629,0.081405,-1.262515,-1.250000,-0.260806,21.733822
2.494150,0.078242,-1.262515,-1.250000,-0.260806,21.733822
2.496904,0.075080,-1.252747,-1.250000,-0.260806,21.733822
2.499462,0.071535,-1.277167,-1.250000,-0.249084,20.757021
2.502027,0.068372,-1.277167,-1.250000,-0.254945,21.245421
2.504620,0.065210,-1.213675,-1.250000,-0.254945,21.245421
2.507132,0.062048,-1.233211,-1.250000,-0.254945,21.245421
2.509681,0.058981,-1.223443,-1.250000,-0.260806,21.733822
2.512336,0.055819,-1.242979,-1.250000,-0.260806,21.733822
2.514943,0.052465,-1.257631,-1.250000,-0.266667,22.222222
2.517468,0.049207,-1.252747,-1.250000,-0.260806,21.733822
2.520001,0.046045,-1.267399,-1.250000,-0.260806,21.733822
2.522513,0.042882,-1.267399,-1.250000,-0.260806,21.733822
2.525046,0.039816,-1.223443,-1.250000,-0.260806,21.733822
2.528220,0.036750,-1.208791,-1.250000,-0.266667,22.222222
2.531040,0.036750,-1.208791,-1.250000,-0.266667,22.222222
2.533693,0.029275,-1.242979,-1.250000,-0.266667,22.222222
2.536242,0.025921,-1.267399,-1.250000,-0.254945,21.245421
2.538837,0.022663,-1.262515,-1.250000,-0.254945,21.245421
