elapsed_s,current_a,recorded_duration_s
9.237143,-0.155311,9.237143
9.247772,-0.167033,9.247772
9.258678,-0.131868,9.258678
9.269686,-0.067399,9.269686
9.280915,-0.102564,9.280915
9.291657,-0.084982,9.291657
9.302190,-0.208059,9.302190
9.312707,-0.213919,9.312707
9.323204,-0.155311,9.323204
9.334353,-0.196337,9.334353
9.344760,-0.108425,9.344760
9.355194,-0.096703,9.355194
9.366243,-0.131868,9.366243
9.376790,-0.143590,9.376790
9.387432,-0.172894,9.387432
9.398342,-0.202198,9.398342
9.408799,-0.155311,9.408799
9.419351,-0.120147,9.419351
9.430326,-0.073260,9.430326
9.441676,-0.067399,9.441676
9.452483,-0.172894,9.452483
9.462794,-0.137729,9.462794
9.473354,-0.155311,9.473354
9.484325,-0.260806,9.484325
9.495523,-0.149451,9.495523
9.506120,-0.137729,9.506120
9.517201,-0.108425,9.517201
9.528367,-0.120147,9.528367
9.539379,-0.172894,9.539379
9.550205,-0.143590,9.550205
9.561659,-0.143590,9.561659
9.572217,-0.143590,9.572217
9.582917,-0.096703,9.582917
9.593461,-0.102564,9.593461
9.605019,-0.120147,9.605019
9.615479,-0.126007,9.615479
9.625991,-0.178755,9.625991
9.636775,-0.155311,9.636775
9.647290,-0.126007,9.647290
9.658003,-0.190476,9.658003
9.669120,-0.126007,9.669120
9.680547,-0.137729,9.680547
9.691130,-0.219780,9.691130
9.701648,-0.178755,9.701648
9.713073,-0.149451,9.713073
9.713393,-0.137729,9.713393
9.723885,-0.131868,9.723885
9.734669,-0.043956,9.734669
9.745482,-0.079121,9.745482
9.756169,-0.084982,9.756169
9.767179,-0.084982,9.767179
9.777517,-0.084982,9.777517
9.788916,-0.084982,9.788916
9.799824,-0.084982,9.799824
9.810425,-0.084982,9.810425
9.821090,-0.084982,9.821090
9.831714,-0.084982,9.831714
9.842386,-0.090842,9.842386
9.853198,-0.084982,9.853198
9.863798,-0.084982,9.863798
9.874348,-0.084982,9.874348
9.885024,-0.084982,9.885024
